Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Exemption,Any Exemption,National,U.S. Median,2015-16,1.9,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2020-21,2.4,3520205,94.8,,,
Exemption,Non-Medical Exemption,National,U.S. Median,2019-20,2.6,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2018-19,2.5,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2017-18,2,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2021-22,2.8,3835130,96.1,,1375,
Exemption,Any Exemption,National,U.S. Median,2009-10,1.1,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2016-17,1.9,,,,,NaN
Exemption,Any Exemption,National,U.S. Median,2021-22,2.7,3835130,96.1,,981,
Exemption,Any Exemption,National,U.S. Median,2020-21,2.5,3520205,94.8,,,
Exemption,Any Exemption,National,U.S. Median,2019-20,2.7,,,,,NaN
Exemption,Any Exemption,National,U.S. Median,2018-19,2.6,,,,,NaN
Exemption,Any Exemption,National,U.S. Median,2016-17,2,,,,,NaN
Exemption,Any Exemption,National,U.S. Median,2017-18,2.2,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2020-21,0.2,3520205,94.8,,,
Exemption,Medical Exemption,National,U.S. Median,2018-19,0.2,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2019-20,0.2,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2014-15,0.2,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2015-16,0.2,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2016-17,0.2,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2017-18,0.2,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2015-16,1.7,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2013-14,1.6,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2014-15,1.6,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2021-22,0.2,3835130,96.1,,95,
Exemption,Non-Medical Exemption,National,U.S. Median,2009-10,0.8,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2010-11,NA,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2011-12,1,,,,,NaN
Exemption,Non-Medical Exemption,National,U.S. Median,2012-13,1.5,,,,,NaN
Polio,,National,U.S. Median,2015-16,94.8,,,,,NaN
Polio,,National,U.S. Median,2014-15,94.8,,,,,NaN
Polio,,National,U.S. Median,2013-14,94.9,,,,,NaN
Polio,,National,U.S. Median,2012-13,95.1,,,,,NaN
Polio,,National,U.S. Median,2016-17,94.4,,,,,NaN
Polio,,National,U.S. Median,2017-18,94.4,,,,,NaN
Polio,,National,U.S. Median,2018-19,94.1,,,,,NaN
Polio,,National,U.S. Median,2019-20,94.4,,,,,NaN
Polio,,National,U.S. Median,2021-22,92.7,3835130,92.2,,,
Exemption,Medical Exemption,National,U.S. Median,2009-10,0.3,,,,,NaN
Polio,,National,U.S. Median,2020-21,93.4,3510744,90,,,
Exemption,Medical Exemption,National,U.S. Median,2011-12,0.2,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2010-11,NA,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2012-13,0.3,,,,,NaN
Exemption,Medical Exemption,National,U.S. Median,2013-14,0.2,,,,,NaN
MMR,,National,U.S. Median,2014-15,94,,,,,NaN
MMR,,National,U.S. Median,2013-14,94.7,,,,,NaN
MMR,,National,U.S. Median,2012-13,94.5,,,,,NaN
MMR,,National,U.S. Median,2011-12,94.8,,,,,NaN
MMR,,National,U.S. Median,2010-11,NA,,,,,NaN
MMR,,National,U.S. Median,2009-10,94.5,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2009-10,96.1,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2013-14,95,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2012-13,95.1,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2011-12,95.5,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2010-11,NA,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2016-17,94.8,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2015-16,94.2,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2014-15,94.3,,,,,NaN
MMR,,National,U.S. Median,2016-17,94.1,,,,,NaN
MMR,,National,U.S. Median,2015-16,94.6,,,,,NaN
MMR,,National,U.S. Median,2020-21,93.7,3510744,90,,,
MMR,,National,U.S. Median,2019-20,94.6,,,,,NaN
MMR,,National,U.S. Median,2018-19,94.2,,,,,NaN
MMR,,National,U.S. Median,2017-18,94.3,,,,,NaN
MMR,,National,U.S. Median,2021-22,92.9,3835130,92.2,,,
Hepatitis B,,National,U.S. Median,2017-18,96,,,,,NaN
Hepatitis B,,National,U.S. Median,2020-21,95,3510744,90.8,,,
Hepatitis B,,National,U.S. Median,2021-22,94.1,3835130,92.2,,,
Hepatitis B,,National,U.S. Median,2019-20,95.9,,,,,NaN
Hepatitis B,,National,U.S. Median,2018-19,95.6,,,,,NaN
Polio,,National,U.S. Median,2010-11,NA,,,,,NaN
Polio,,National,U.S. Median,2009-10,95.8,,,,,NaN
Polio,,National,U.S. Median,2011-12,95.9,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2015-16,94.4,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2016-17,94.1,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2020-21,93.3,3158469,90.6,,,
Varicella,2 Doses (unknown disease history),National,U.S. Median,2019-20,94.3,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2018-19,93.8,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2017-18,93.9,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2021-22,92.1,3835130,92.2,,,
Hepatitis B,,National,U.S. Median,2009-10,97.2,,,,,NaN
Hepatitis B,,National,U.S. Median,2015-16,96.1,,,,,NaN
Hepatitis B,,National,U.S. Median,2014-15,95.4,,,,,NaN
Hepatitis B,,National,U.S. Median,2016-17,95.6,,,,,NaN
Hepatitis B,,National,U.S. Median,2013-14,95.9,,,,,NaN
Hepatitis B,,National,U.S. Median,2012-13,95.8,,,,,NaN
Hepatitis B,,National,U.S. Median,2010-11,NA,,,,,NaN
Hepatitis B,,National,U.S. Median,2011-12,96.5,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2014-15,93.9,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2013-14,93.3,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2012-13,93.9,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2011-12,92.7,,,,,NaN
Varicella,2 Doses (unknown disease history),National,U.S. Median,2010-11,NA,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2021-22,94.7,3835130,92.2,,,
Varicella,2 Doses (unknown disease history),National,U.S. Median,2009-10,90.3,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2012-13,96.1,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2014-15,95.2,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2013-14,96.5,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2020-21,95.1,352275,93.1,,,
Varicella,1 Dose (unknown disease history),National,U.S. Median,2019-20,95.3,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2011-12,97,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2016-17,96.5,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2015-16,96.1,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2017-18,96.2,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2018-19,95.3,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2010-11,NA,,,,,NaN
Varicella,1 Dose (unknown disease history),National,U.S. Median,2009-10,97.4,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2017-18,95.3,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2020-21,93.4,3510744,90.8,,,
"DTP, DTaP, or DT",,National,U.S. Median,2021-22,92,3835130,92.2,,,
"DTP, DTaP, or DT",,National,U.S. Median,2018-19,94.6,,,,,NaN
"DTP, DTaP, or DT",,National,U.S. Median,2019-20,94.4,,,,,NaN
Varicella,UTD (unknown disease history),National,U.S. Median,2020-21,93.7,3510744,90,,,
Varicella,UTD (unknown disease history),National,U.S. Median,2021-22,92.6,3835130,92.2,,,
MMR,,States,West Virginia,2023-24,98.3,18261,82.8,‡. §,,Vol. response
"DTP, DTaP, or DT",,States,West Virginia,2023-24,98.4,18261,82.8,‡. §,,Vol. response
Varicella,1 Dose (unknown disease history),States,West Virginia,2023-24,NReq,18261,82.8,‡. §,,Vol. response
Varicella,2 Doses (unknown disease history),States,West Virginia,2023-24,99.7,18261,82.8,‡. §,,Vol. response
Hepatitis B,,States,West Virginia,2023-24,98.8,18261,82.8,‡. §,,Vol. response
Polio,,States,West Virginia,2023-24,98.4,18261,82.8,‡. §,,Vol. response
MMR (PAC),MMR (PAC),States,West Virginia,2023-24,99.9,,,,,
Exemption,Medical Exemption,States,West Virginia,2023-24,0.1,18261,82.8,<. †. ‡,7,Vol. response
Exemption,Any Exemption,States,West Virginia,2023-24,0.1,18261,82.8,<. †. ‡,7,Vol. response
Varicella,UTD (unknown disease history),States,West Virginia,2023-24,99.7,18261,82.8,‡. §,,Vol. response
MMR (PAC),MMR (PAC),States,West Virginia,2017-18,99.8,,,,,
MMR (PAC),MMR (PAC),States,West Virginia,2018-19,99.2,,,,,
MMR (PAC),MMR (PAC),States,West Virginia,2019-20,99.9,,,,,
MMR (PAC),MMR (PAC),States,West Virginia,2021-22,99.9,,,,,
MMR (PAC),MMR (PAC),States,West Virginia,2022-23,99.9,,,,,
Varicella,2 Doses (unknown disease history),States,West Virginia,2009-10,88.4,22730,86.7,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,West Virginia,2021-22,NReq,18070,85.5,‡. §,,Vol. response
Hepatitis B,,States,West Virginia,2014-15,98.7,22016,81.3,,,Voluntary response
Hepatitis B,,States,West Virginia,2015-16,96.4,21333,87.6,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,West Virginia,2016-17,92.6,28666,66.5,§,,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,West Virginia,2015-16,94.3,21333,87.6,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,West Virginia,2017-18,98.1,19519,79.3,¶,,Voluntary response
Varicella,2 Doses (unknown disease history),States,West Virginia,2018-19,98.5,19442,79.3,¶,,Voluntary response
Varicella,2 Doses (unknown disease history),States,West Virginia,2019-20,97.8,17114,49.6,¶,,Voluntary response
Varicella,2 Doses (unknown disease history),States,West Virginia,2020-21,NR,,,,,Not Conducted
Hepatitis B,,States,West Virginia,2009-10,92,22730,86.7,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,West Virginia,2021-22,98,18070,85.5,‡. §,,Vol. response
Hepatitis B,,States,West Virginia,2011-12,93.3,22449,94.9,,,Convenient 
Hepatitis B,,States,West Virginia,2010-11,NA,,,,,NA
Hepatitis B,,States,West Virginia,2012-13,95.6,22588,86.5,,,Voluntary Response
Hepatitis B,,States,West Virginia,2013-14,96.8,22814,84.7,,,Voluntary response
Hepatitis B,,States,West Virginia,2016-17,98.3,28666,66.5,§,,Census (public). voluntary response (private)
Varicella,2 Doses (unknown disease history),States,West Virginia,2014-15,97,22016,81.3,,,Voluntary response
Varicella,2 Doses (unknown disease history),States,West Virginia,2010-11,NA,,,,,NA
Varicella,2 Doses (unknown disease history),States,West Virginia,2011-12,88.9,22449,94.9,,,Convenient 
Varicella,2 Doses (unknown disease history),States,West Virginia,2012-13,96.2,22588,86.5,,,Voluntary Response
Varicella,2 Doses (unknown disease history),States,West Virginia,2013-14,95.5,22814,84.7,,,Voluntary response
"DTP, DTaP, or DT",,States,West Virginia,2017-18,98,19519,79.3,¶,,Voluntary response
"DTP, DTaP, or DT",,States,West Virginia,2019-20,98.8,17114,49.6,¶,,Voluntary response
"DTP, DTaP, or DT",,States,West Virginia,2018-19,98.7,19442,79.3,¶,,Voluntary response
"DTP, DTaP, or DT",,States,West Virginia,2021-22,96.5,18070,85.5,‡. §,,Vol. response
"DTP, DTaP, or DT",,States,West Virginia,2020-21,NR,,,,,Not Conducted
Varicella,1 Dose (unknown disease history),States,West Virginia,2015-16,NA,21333,87.6,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,West Virginia,2011-12,NA,22449,94.9,,,Convenient 
Varicella,1 Dose (unknown disease history),States,West Virginia,2019-20,NReq,17114,49.6,¶,,Voluntary response
Varicella,1 Dose (unknown disease history),States,West Virginia,2020-21,NR,,,,,Not Conducted
Varicella,1 Dose (unknown disease history),States,West Virginia,2013-14,NA,22814,84.7,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,West Virginia,2014-15,NA,22016,81.3,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,West Virginia,2012-13,NA,22588,86.5,,,Voluntary Response
Varicella,1 Dose (unknown disease history),States,West Virginia,2009-10,NA,22730,86.7,,,Voluntary response
Varicella,1 Dose (unknown disease history),States,West Virginia,2010-11,NA,,,,,NA
MMR,,States,West Virginia,2013-14,96.1,22814,84.7,,,Voluntary response
MMR,,States,West Virginia,2014-15,97.6,22016,81.3,,,Voluntary response
MMR,,States,West Virginia,2009-10,91.2,22730,86.7,,,Voluntary response
MMR,,States,West Virginia,2010-11,NA,,,,,NA
MMR,,States,West Virginia,2011-12,92,22449,94.9,,,Convenient 
MMR,,States,West Virginia,2012-13,96.3,22588,86.5,,,Voluntary Response
"DTP, DTaP, or DT",,States,West Virginia,2009-10,91.9,22730,86.7,,,Voluntary response
"DTP, DTaP, or DT",,States,West Virginia,2014-15,97.6,22016,81.3,,,Voluntary response
"DTP, DTaP, or DT",,States,West Virginia,2015-16,94.8,21333,87.6,,,Voluntary response
"DTP, DTaP, or DT",,States,West Virginia,2016-17,95.7,28666,66.5,§,,Census (public). voluntary response (private)
"DTP, DTaP, or DT",,States,West Virginia,2010-11,NA,,,,,NA
"DTP, DTaP, or DT",,States,West Virginia,2011-12,92.6,22449,94.9,,,Convenient 
"DTP, DTaP, or DT",,States,West Virginia,2012-13,96.3,22588,86.5,,,Voluntary Response
"DTP, DTaP, or DT",,States,West Virginia,2013-14,96.5,22814,84.7,,,Voluntary response
MMR,,States,West Virginia,2015-16,95.2,21333,87.6,,,Voluntary response
MMR,,States,West Virginia,2016-17,95.9,28666,66.5,§,,Census (public). voluntary response (private)
MMR,,States,West Virginia,2017-18,98.4,19519,79.3,¶,,Voluntary response
MMR,,States,West Virginia,2018-19,98.8,19442,79.3,¶,,Voluntary response
MMR,,States,West Virginia,2019-20,98.2,17114,49.6,¶,,Voluntary response
MMR,,States,West Virginia,2020-21,NR,,,,,Not Conducted
MMR,,States,West Virginia,2021-22,96.5,18070,85.5,‡. §,,Vol. response
Hepatitis B,,States,West Virginia,2017-18,99.2,19519,79.3,¶,,Voluntary response
Polio,,States,West Virginia,2011-12,92.6,22449,94.9,,,Convenient 
Polio,,States,West Virginia,2009-10,91.5,22730,86.7,,,Voluntary response
Polio,,States,West Virginia,2010-11,NA,,,,,NA
Hepatitis B,,States,West Virginia,2018-19,99,19442,79.3,¶,,Voluntary response
Hepatitis B,,States,West Virginia,2019-20,99.7,17114,49.6,¶,,Voluntary response
Hepatitis B,,States,West Virginia,2021-22,97.3,18070,85.5,‡. §,,Vol. response
Hepatitis B,,States,West Virginia,2020-21,NR,,,,,Not Conducted
Exemption,Non-Medical Exemption,States,West Virginia,2016-17,NA,28666,,‡.†,,Census (public). voluntary response (private)
Varicella,UTD (unknown disease history),States,West Virginia,2021-22,98,18070,85.5,‡. §,,Vol. response
Varicella,UTD (unknown disease history),States,West Virginia,2020-21,NR,,,,,Not Conducted
Exemption,Any Exemption,States,West Virginia,2009-10,1.3,22730,,‡. †,303,Voluntary response
Exemption,Non-Medical Exemption,States,West Virginia,2015-16,NA,21333,,‡.†,,Voluntary response
Exemption,Non-Medical Exemption,States,West Virginia,2017-18,NA,19519,,†.‡.‡‡,,Voluntary response
Exemption,Non-Medical Exemption,States,West Virginia,2018-19,NA,19442,,†.‡.‡‡,,Voluntary response
Exemption,Non-Medical Exemption,States,West Virginia,2019-20,NA,17114,,†.‡.‡‡,,Voluntary response
Exemption,Any Exemption,States,West Virginia,2010-11,NA,,,,,NA
Exemption,Any Exemption,States,West Virginia,2011-12,0.2,22449,,‡. †,44,Convenient 
Exemption,Any Exemption,States,West Virginia,2015-16,0.2,21333,,‡. †,35,Voluntary response
Exemption,Any Exemption,States,West Virginia,2014-15,0.2,22016,,‡. †,38,Voluntary response
Exemption,Any Exemption,States,West Virginia,2013-14,0.2,22814,,‡. †,35,Voluntary response
Exemption,Any Exemption,States,West Virginia,2012-13,1.2,22588,,‡. †,262,Voluntary Response
Exemption,Any Exemption,States,West Virginia,2019-20,0.1,17114,,†.‡.‡‡,21,Voluntary response
Exemption,Any Exemption,States,West Virginia,2020-21,NR,,,†.‡.‡‡,,Not Conducted
Exemption,Any Exemption,States,West Virginia,2021-22,0.1,18070,85.5,†. ‡,17,Vol. response
Exemption,Any Exemption,States,West Virginia,2017-18,0.2,19519,,†.‡.‡‡,32,Voluntary response
Exemption,Any Exemption,States,West Virginia,2016-17,0.3,28666,,‡.†,75,Census (public). voluntary response (private)
Exemption,Any Exemption,States,West Virginia,2018-19,0.8,19442,,†.‡.‡‡,161,Voluntary response
Polio,,States,West Virginia,2018-19,98.8,19442,79.3,¶,,Voluntary response
Polio,,States,West Virginia,2019-20,99,17114,49.6,¶,,Voluntary response
Polio,,States,West Virginia,2017-18,98.2,19519,79.3,¶,,Voluntary response
Polio,,States,West Virginia,2016-17,96.2,28666,66.5,§,,Census (public). voluntary response (private)
Polio,,States,West Virginia,2012-13,96.3,22588,86.5,,,Voluntary Response
Polio,,States,West Virginia,2013-14,96.1,22814,84.7,,,Voluntary response
Polio,,States,West Virginia,2014-15,98.8,22016,81.3,,,Voluntary response
Polio,,States,West Virginia,2015-16,95.4,21333,87.6,,,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2013-14,0.2,22814,,,35,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2012-13,1.2,22588,,,262,Voluntary Response
Exemption,Medical Exemption,States,West Virginia,2010-11,NA,,,,,NA
Exemption,Medical Exemption,States,West Virginia,2011-12,0.2,22449,,,44,Convenient 
Polio,,States,West Virginia,2020-21,NR,,,,,Not Conducted
Exemption,Medical Exemption,States,West Virginia,2009-10,1.3,22730,,,303,Voluntary response
Polio,,States,West Virginia,2021-22,96.6,18070,85.5,‡. §,,Vol. response
Exemption,Medical Exemption,States,West Virginia,2020-21,NR,,,†.‡.‡‡,,Not Conducted
Exemption,Medical Exemption,States,West Virginia,2019-20,0.1,17114,,†.‡.‡‡,21,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2018-19,0.8,19442,,†.‡.‡‡,161,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2017-18,0.2,19519,,‡‡,32,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2016-17,0.3,28666,,,75,Census (public). voluntary response (private)
Exemption,Medical Exemption,States,West Virginia,2015-16,0.2,21333,,,35,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2014-15,0.2,22016,,,38,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2021-22,0.1,18070,85.5,†. ‡,17,Vol. response
Exemption,Non-Medical Exemption,States,West Virginia,2012-13,NA,22588,,‡. †,,Voluntary Response
Exemption,Non-Medical Exemption,States,West Virginia,2011-12,NA,22449,,‡. †,,Convenient 
Exemption,Non-Medical Exemption,States,West Virginia,2010-11,NA,,,,,NA
Exemption,Non-Medical Exemption,States,West Virginia,2009-10,NA,22730,,‡. †,,Voluntary response
Exemption,Medical Exemption,States,Wyoming,2018-19,0.2,7734,,†,15,Census
Exemption,Non-Medical Exemption,States,West Virginia,2014-15,NA,22016,,‡.†,,Voluntary response
Exemption,Non-Medical Exemption,States,West Virginia,2013-14,NA,22814,,‡. †,,Voluntary response
Exemption,Non-Medical Exemption,National,United States,2016-17,1.8,,,,,NaN
MMR,,National,United States,2013-14,94,,,,,NaN
MMR,,National,United States,2014-15,94,,,,,NaN
MMR,,National,United States,2009-10,94.4,,,,,NaN
MMR,,National,United States,2010-11,NA,,,,,NaN
MMR,,National,United States,2011-12,94.7,,,,,NaN
MMR,,National,United States,2012-13,94.1,,,,,NaN
Exemption,Non-Medical Exemption,National,United States,2018-19,2.2,,,,,NaN
Exemption,Non-Medical Exemption,National,United States,2017-18,1.9,,,,,NaN
Exemption,Non-Medical Exemption,National,United States,2020-21,1.9,3520205,94.8,,67809,
Exemption,Non-Medical Exemption,National,United States,2019-20,2.2,,,,,NaN
Exemption,Any Exemption,National,United States,2009-10,1.7,,,,,NaN
Exemption,Non-Medical Exemption,National,United States,2021-22,2.3,3835130,96.1,,88955,
Exemption,Any Exemption,National,United States,2011-12,1.6,,,,,NaN
Exemption,Any Exemption,National,United States,2015-16,2.1,,,,,NaN
Exemption,Any Exemption,National,United States,2014-15,2.2,,,,,NaN
Exemption,Any Exemption,National,United States,2013-14,2.1,,,,,NaN
Exemption,Any Exemption,National,United States,2012-13,1.9,,,,,NaN
Varicella,2 Doses (unknown disease history),National,United States,2014-15,93.8,,,,,NaN
MMR,,National,United States,2021-22,93,3835130,92.2,,,
"DTP, DTaP, or DT",,National,United States,2009-10,95,,,,,NaN
MMR,,National,United States,2015-16,94.7,,,,,NaN
MMR,,National,United States,2016-17,95,,,,,NaN
MMR,,National,United States,2020-21,93.9,3510744,90.8,,,
MMR,,National,United States,2019-20,95.2,,,,,NaN
MMR,,National,United States,2018-19,94.7,,,,,NaN
MMR,,National,United States,2017-18,95,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2016-17,95.2,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2014-15,94.3,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2015-16,94.7,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2010-11,NA,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2011-12,95,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2012-13,94.6,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2013-14,94.3,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2017-18,95.2,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2021-22,92.7,3835130,92.2,,,
"DTP, DTaP, or DT",,National,United States,2020-21,93.6,3510744,90.8,,,
"DTP, DTaP, or DT",,National,United States,2018-19,94.9,,,,,NaN
"DTP, DTaP, or DT",,National,United States,2019-20,94.9,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2018-19,96.4,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2017-18,97.1,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2009-10,96.4,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2010-11,NA,,,,,NaN
Varicella,2 Doses (unknown disease history),National,United States,2012-13,93.2,,,,,NaN
Varicella,2 Doses (unknown disease history),National,United States,2013-14,92.8,,,,,NaN
Polio,,National,United States,2011-12,95.3,,,,,NaN
Polio,,National,United States,2009-10,95.4,,,,,NaN
Polio,,National,United States,2010-11,NA,,,,,NaN
Hepatitis B,,National,United States,2021-22,94.1,3835130,92.2,,,
Hepatitis B,,National,United States,2020-21,94.6,3510744,90.8,,,
Hepatitis B,,National,United States,2019-20,96.1,,,,,NaN
Hepatitis B,,National,United States,2018-19,95.8,,,,,NaN
Hepatitis B,,National,United States,2011-12,96.4,,,,,NaN
Hepatitis B,,National,United States,2010-11,NA,,,,,NaN
Hepatitis B,,National,United States,2012-13,95.7,,,,,NaN
Hepatitis B,,National,United States,2013-14,95.5,,,,,NaN
Hepatitis B,,National,United States,2016-17,96,,,,,NaN
Hepatitis B,,National,United States,2014-15,95.3,,,,,NaN
Hepatitis B,,National,United States,2015-16,95.8,,,,,NaN
Hepatitis B,,National,United States,2017-18,96.1,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2012-13,96.2,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2013-14,96.2,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2014-15,95.1,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2020-21,94.8,352275,93.1,,,
Varicella,1 Dose (unknown disease history),National,United States,2019-20,94.1,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2015-16,96,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2011-12,96.1,,,,,NaN
Varicella,1 Dose (unknown disease history),National,United States,2016-17,97.5,,,,,NaN
MMR (PAC),MMR (PAC),National,United States,2023-24,96.9,,,,,
Varicella,UTD (unknown disease history),National,United States,2023-24,92.4,3823472,93.1,,,
Exemption,Any Exemption,National,United States,2023-24,3.3,3823472,97,,126747,
Exemption,Medical Exemption,National,United States,2023-24,0.2,3823472,97,,8154,
Exemption,Non-Medical Exemption,National,United States,2023-24,3.1,3823472,97,,118186,
MMR (PAC),MMR (PAC),National,United States,2017-18,97.7,,,,,
MMR (PAC),MMR (PAC),National,United States,2018-19,97.5,,,,,
MMR (PAC),MMR (PAC),National,United States,2019-20,97.5,,,,,
MMR (PAC),MMR (PAC),National,United States,2020-21,97.8,,,,,
MMR (PAC),MMR (PAC),National,United States,2021-22,97.4,,,,,
MMR (PAC),MMR (PAC),National,United States,2022-23,97,,,,,
Polio,,National,United States,2023-24,92.6,3823472,93.1,,,
Hepatitis B,,National,United States,2023-24,93.9,3823472,93.1,,,
Varicella,2 Doses (unknown disease history),National,United States,2023-24,92.3,3823472,93.1,,,
Varicella,1 Dose (unknown disease history),National,United States,2023-24,93.7,3823472,93.1,,,
"DTP, DTaP, or DT",,National,United States,2023-24,92.3,3823472,93.1,,,
MMR,,National,United States,2023-24,92.7,3823472,93.1,,,
Varicella,2 Doses (unknown disease history),National,United States,2021-22,92.7,3835130,92.2,,,
Hepatitis B,,National,United States,2009-10,96.1,,,,,NaN
Varicella,2 Doses (unknown disease history),National,United States,2016-17,94.2,,,,,NaN
Varicella,2 Doses (unknown disease history),National,United States,2015-16,94.3,,,,,NaN
