Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Varicella,1 Dose (or disease history),States,Missouri,2024-25,NReq,68163,100,*,NULL,Census
Hepatitis B,,States,Tennessee,2010-11,NA,NULL,NULL,NULL,NULL,NA
Hepatitis B,,States,South Dakota,2010-11,NA,NULL,NULL,NULL,NULL,NA
Hepatitis B,,States,South Carolina,2010-11,NA,NULL,NULL,NULL,NULL,NA
Hepatitis B,,States,Rhode Island,2010-11,NA,NULL,NULL,NULL,NULL,NA
Hepatitis B,,States,Idaho,2010-11,NA,NULL,NULL,NULL,NULL,NA
Hepatitis B,,States,Illinois,2010-11,NA,NULL,NULL,NULL,NULL,NA
Hepatitis B,,States,Indiana,2010-11,NA,NULL,NULL,NULL,NULL,NA
Hepatitis B,,States,Wisconsin,2011-12,96.2,70672,2.3,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,Arizona,2011-12,96.3,88293,96.9,NULL,NULL,Census
Hepatitis B,,States,South Carolina,2011-12,96.6,59307,10.7,NULL,NULL,1-stage Cluster Sample
Hepatitis B,,States,Georgia,2011-12,96.7,143065,1.9,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,District of Columbia,2012-13,NA,7842,100,*,NULL,Census
Hepatitis B,,States,Montana,2012-13,NReq,12516,95.8,NULL,NULL,Census
Hepatitis B,,States,New Hampshire,2012-13,NA,12943,99.2,NULL,NULL,Census
Hepatitis B,,States,North Carolina,2012-13,NA,130612,97.3,NULL,NULL,Census
Hepatitis B,,States,Alaska,2012-13,NA,10319,97.8,NULL,NULL,Census
Hepatitis B,,States,Kansas,2012-13,88.1,40738,31.8,†. ‡,NULL,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Iowa,2012-13,90.5,41701,99.9,≥,NULL,Census
Hepatitis B,,States,South Carolina,2012-13,90.9,61799,17.9,≥,NULL,1-Stage Cluster Sample
Hepatitis B,,States,Idaho,2012-13,91.7,23888,100,*,NULL,Census
Hepatitis B,,States,Virginia,2012-13,91.7,104826,4.2,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,Florida,2012-13,92.1,234628,100,≥. *. §,NULL,Census
Hepatitis B,,States,Oklahoma,2012-13,92.7,56943,95.5,NULL,NULL,Census
Hepatitis B,,States,Washington,2012-13,93.4,87773,94.7,NULL,NULL,Census
Hepatitis B,,States,Kentucky,2012-13,93.7,58466,97.2,‡,NULL,Census
Hepatitis B,,States,South Dakota,2012-13,93.9,12468,100,*.††,NULL,Census
Hepatitis B,,States,Pennsylvania,2012-13,94.1,151364,97.5,NULL,NULL,Census
Hepatitis B,,States,Oregon,2012-13,94.3,47102,100,*. ‡,NULL,Census
Hepatitis B,,States,Colorado,2012-13,94.3,70657,0.5,NULL,NULL,Simple Random Sample
Hepatitis B,,States,Tennessee,2012-13,94.5,85801,97,≥,NULL,Census
Hepatitis B,,States,Vermont,2012-13,95,6792,100,*,NULL,Census
Hepatitis B,,States,Georgia,2012-13,95.1,142732,2.4,≥,NULL,2-stage Cluster Sample
Hepatitis B,,States,California,2012-13,95.2,535523,99,‡,NULL,Census
Varicella,1 Dose (or disease history),States,Connecticut,2023-24,NReq,36184,100,*,NULL,Census
Varicella,1 Dose (or disease history),States,Wisconsin,2023-24,NReq,62028,98.2,‡. §,NULL,Census
Varicella,1 Dose (or disease history),States,West Virginia,2023-24,NReq,18261,82.8,‡. §,NULL,Vol. response
Varicella,1 Dose (or disease history),States,Delaware,2023-24,NReq,11043,12.1,>=. ‡,NULL,Stratified 2-stage cluster sample
Varicella,1 Dose (or disease history),States,District of Columbia,2023-24,NReq,7874,100,*,NULL,Census
Varicella,1 Dose (or disease history),States,Florida,2023-24,NReq,228213,100,>=. *,NULL,Census
Varicella,1 Dose (or disease history),States,Georgia,2023-24,NReq,136943,100,>=. *,NULL,Census
Varicella,1 Dose (or disease history),States,Hawaii,2023-24,NReq,13995,8.2,NULL,NULL,Stratified 2-stage cluster sample
Varicella,1 Dose (or disease history),States,Idaho,2023-24,NReq,22376,100,*,NULL,Census
Varicella,1 Dose (or disease history),States,Washington,2023-24,NReq,84053,97.2,§,NULL,Census
Varicella,1 Dose (or disease history),States,Virginia,2023-24,NReq,92633,1.9,†,NULL,Stratified 2-stage cluster sample
Varicella,1 Dose (or disease history),States,Vermont,2023-24,NReq,5630,100,*,NULL,Census
Varicella,1 Dose (or disease history),States,Arizona,2023-24,94.1,74834,99.6,NULL,NULL,Census
Varicella,1 Dose (or disease history),States,Oregon,2023-24,93.9,39568,100,*. ‡,NULL,Census
Varicella,1 Dose (or disease history),States,Alabama,2023-24,93.8,54565,100,>=. *,NULL,Census
Varicella,1 Dose (or disease history),States,Oklahoma,2023-24,93.7,49979,93.8,‡,NULL,"Census (pub.), vol. response (prv.)"
Varicella,1 Dose (or disease history),States,Wyoming,2023-24,93.5,6754,100,*,NULL,Census
Varicella,1 Dose (or disease history),States,New Jersey,2023-24,93.2,105408,100,>=. §. *,NULL,Census
Varicella,1 Dose (or disease history),States,South Carolina,2023-24,NReq,58069,26.7,†,NULL,Stratified 1-stage cluster sample
Varicella,1 Dose (or disease history),States,Iowa,2023-24,NReq,38611,100,>=. *,NULL,Census
Hepatitis B,,States,Pennsylvania,2013-14,92.2,151253,100,*. ‡,NULL,Census
Hepatitis B,,States,South Dakota,2013-14,92.8,12566,100,*.††,NULL,Census
Hepatitis B,,States,Florida,2013-14,93.2,233797,100,≥. *. §,NULL,Census
Hepatitis B,,States,Virginia,2013-14,93.2,105692,4.1,NULL,NULL,2-stage cluster  sample
Hepatitis B,,States,Oregon,2013-14,93.5,47649,100,*. ‡,NULL,Census
Hepatitis B,,States,Vermont,2013-14,93.8,6771,100,*,NULL,Census
Hepatitis B,,States,North Dakota,2013-14,94.6,9780,96.1,NULL,NULL,Census (Public); Stratified  2-stage cluster sample(Private)
Hepatitis B,,States,New Hampshire,2013-14,94.7,13240,100,≥. *,NULL,Census
Hepatitis B,,States,California,2013-14,94.8,548606,97.3,‡,NULL,Census
Hepatitis B,,States,Tennessee,2013-14,94.9,80212,99.8,≥,NULL,Census
Hepatitis B,,States,Kansas,2013-14,95.3,41107,29,†. ‡,NULL,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Wisconsin,2013-14,95.4,71363,2.8,‡,NULL,Stratified  2-stage cluster sample
Hepatitis B,,States,Nebraska,2013-14,95.7,27000,97.3,‡,NULL,Census
Hepatitis B,,States,Vermont,2011-12,95.6,6548,100,*,NULL,Census
Hepatitis B,,States,California,2011-12,95.7,542544,97.6,NULL,NULL,Census
Hepatitis B,,States,Kansas,2011-12,95.8,38402,52.7,†,NULL,Stratified 1-stage sample  (Public);  Census (Private)
Hepatitis B,,States,Missouri,2011-12,96,75240,4.7,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,Delaware,2012-13,95.7,11997,7.8,≥,NULL,2-stage Cluster Sample
Hepatitis B,,States,Arizona,2012-13,95.9,90054,97.6,NULL,NULL,Census
Hepatitis B,,States,Missouri,2012-13,96.2,78416,5.9,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,Nebraska,2012-13,96.2,24999,96.6,‡,NULL,Census
Hepatitis B,,States,New Mexico,2012-13,96.2,29279,3.3,‡,NULL,2-stage Cluster Sample
Hepatitis B,,States,Michigan,2012-13,96.3,124662,100,*,NULL,Census
Hepatitis B,,States,North Dakota,2012-13,96.6,9503,4.9,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,Nevada,2012-13,96.8,36070,4.3,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,Minnesota,2012-13,96.8,73310,100,*. ‡,NULL,Census
Hepatitis B,,States,New Jersey,2012-13,97,122516,96.7,≥. ‡,NULL,Census
Hepatitis B,,States,Wisconsin,2012-13,97.3,72416,1.8,‡,NULL,2-stage Cluster Sample
Hepatitis B,,States,Connecticut,2012-13,97.4,41604,100,*,NULL,Census
Hepatitis B,,States,Massachusetts,2012-13,97.8,79661,97.6,‡,NULL,Census
Hepatitis B,,States,Wyoming,2012-13,97.8,8133,100,* .¶,NULL,Census
Hepatitis B,,States,Rhode Island,2012-13,98,12552,75.2,‡,NULL,Voluntary Response
Hepatitis B,,States,New York,2012-13,98.2,239484,100,*. ‡,NULL,Census
Hepatitis B,,States,Texas,2012-13,98.2,414688,96.6,‡,NULL,Census
Hepatitis B,,States,Louisiana,2012-13,98.8,68874,100,*,NULL,Census
Hepatitis B,,States,Ohio,2012-13,99,163687,86.9,NULL,NULL,Census
Hepatitis B,,States,Utah,2012-13,99.1,54605,100,*,NULL,Census
Hepatitis B,,States,Maryland,2012-13,99.4,75007,84.3,‡,NULL,Voluntary Response
Hepatitis B,,States,Mississippi,2012-13,99.9,46595,100,≥. *,NULL,Census
Hepatitis B,,States,Hawaii,2012-13,NA,20104,6.7,NULL,NULL,2-stage Cluster Sample
Hepatitis B,,States,Illinois,2012-13,NReq,166884,100,*,NULL,Census
Hepatitis B,,States,Maine,2012-13,NReq,14313,94.6,‡,NULL,Census
Hepatitis B,,States,California,2014-15,94.9,552583,96.9,‡,NULL,Census
Hepatitis B,,States,Tennessee,2014-15,95.1,78276,100,≥. *,NULL,Census
Hepatitis B,,States,Ohio,2014-15,95.2,149080,91,NULL,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Utah,2014-15,95.4,50916,100,*,NULL,Census
Hepatitis B,,States,California,2015-16,95.8,593788,92.8,‡,NULL,Census
Hepatitis B,,States,Alabama,2012-13,NReq,72929,100,* . ‡. **,NULL,Census
Hepatitis B,,States,Michigan,2013-14,95.8,120297,100,*,NULL,Census
Hepatitis B,,States,Nevada,2013-14,95.9,35782,3.1,NULL,NULL,Stratified  2-stage cluster sample
Hepatitis B,,States,Arizona,2013-14,95.9,89606,95.8,NULL,NULL,Census
Hepatitis B,,States,Delaware,2013-14,96.4,11997,12.2,≥,NULL,Stratified  2-stage cluster sample
Hepatitis B,,States,South Carolina,2013-14,96.5,61661,11,NULL,NULL,1-stage stratified sample
Hepatitis B,,States,Missouri,2013-14,96.5,78140,100,*,NULL,Census
Hepatitis B,,States,Minnesota,2013-14,96.6,72087,98.5,‡,NULL,Census
Hepatitis B,,States,New Jersey,2013-14,96.8,123085,95.4,≥. ‡,NULL,Census
Hepatitis B,,States,West Virginia,2013-14,96.8,22814,84.7,NULL,NULL,Voluntary response
Hepatitis B,,States,Indiana,2013-14,97.1,87193,70.3,NULL,NULL,Voluntary response
Hepatitis B,,States,New Mexico,2013-14,97.2,30725,2.7,‡,NULL,Stratified  2-stage cluster sample
Hepatitis B,,States,Alaska,2013-14,97.2,10222,9.3,†,NULL,Stratified  2-stage cluster sample
Hepatitis B,,States,Massachusetts,2013-14,97.2,79894,97.9,‡,NULL,Census
Hepatitis B,,States,Oklahoma,2013-14,97.7,57377,71.3,NULL,NULL,Voluntary response
Hepatitis B,,States,New York,2013-14,97.9,240318,100,*. ‡,NULL,Census
Hepatitis B,,States,Texas,2013-14,98.1,409255,97.1,‡,NULL,Census
Hepatitis B,,States,Rhode Island,2013-14,98.1,11521,99.1,‡,NULL,Census
Hepatitis B,,States,Louisiana,2013-14,98.8,63976,100,*,NULL,Census
Hepatitis B,,States,Connecticut,2013-14,98.9,40978,100,*,NULL,Census
Hepatitis B,,States,Maryland,2013-14,99,75659,96.9,‡,NULL,Census
Hepatitis B,,States,Ohio,2013-14,99,150000,92.5,NULL,NULL,Census
Hepatitis B,,States,Utah,2013-14,99.3,54779,100,*,NULL,Census
Hepatitis B,,States,Mississippi,2013-14,99.7,45719,100,≥. *,NULL,Census
Hepatitis B,,States,Wyoming,2013-14,NA,NULL,NULL,NULL,NULL,Not conducted
Hepatitis B,,States,North Carolina,2013-14,NA,126084,97.7,NULL,NULL,Census
Hepatitis B,,States,Maine,2013-14,NReq,15441,82.4,‡,NULL,Voluntary response
Hepatitis B,,States,Illinois,2013-14,NReq,163316,100,*,NULL,Census
Hepatitis B,,States,Hawaii,2013-14,NA,20056,5.4,NULL,NULL,Stratified  2-stage cluster sample
Hepatitis B,,States,District of Columbia,2013-14,NA,7856,100,*,NULL,Census
Hepatitis B,,States,Alabama,2013-14,NReq,76927,100,*. **,NULL,Census
Hepatitis B,,States,Montana,2013-14,NReq,12855,95.4,NULL,NULL,Census
Hepatitis B,,States,Colorado,2013-14,79.4,69904,0.5,NULL,NULL,Random Sample
Hepatitis B,,States,Arkansas,2013-14,88.4,42649,96.3,NULL,NULL,Census
Hepatitis B,,States,Iowa,2013-14,91,43728,94.6,≥,NULL,Census
Hepatitis B,,States,Idaho,2013-14,91.2,23934,100,*,NULL,Census
Hepatitis B,,States,Washington,2013-14,91.8,89165,88.5,NULL,NULL,Voluntary response
Hepatitis B,,States,Michigan,2014-15,95.8,117963,100,*,NULL,Census
Hepatitis B,,States,Wisconsin,2014-15,95.9,69335,2.5,‡,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Pennsylvania,2014-15,96.2,146378,98.3,‡,NULL,Census
Hepatitis B,,States,Nevada,2014-15,96.7,36755,2.8,NULL,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Georgia,2013-14,94,143988,100,≥. *,NULL,Census
Hepatitis B,,States,Kentucky,2013-14,94.1,57857,100,*,NULL,Census
Hepatitis B,,States,New York,2014-15,97.3,237045,100,*.‡,NULL,Census
Hepatitis B,,States,Wyoming,2014-15,97.3,7983,97.9,¶,NULL,Census
Hepatitis B,,States,North Carolina,2014-15,97.5,129792,95,NULL,NULL,Census (public). Voluntary response (private)
Hepatitis B,,States,Delaware,2014-15,97.5,11476,7.9,NULL,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Kansas,2014-15,97.6,39685,24.5,†.‡,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Rhode Island,2014-15,97.7,11163,98.9,‡,NULL,Census
Hepatitis B,,States,South Carolina,2014-15,97.7,62864,12.2,NULL,NULL,Stratified 1-stage cluster sample
Hepatitis B,,States,Texas,2014-15,98,406099,98.3,‡,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,West Virginia,2014-15,98.7,22016,81.3,NULL,NULL,Voluntary response
Hepatitis B,,States,New Mexico,2014-15,98.7,29918,3.3,†,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Louisiana,2014-15,98.8,60377,100,*,NULL,Census
Hepatitis B,,States,Mississippi,2014-15,99.2,44129,100,≥. *,NULL,Census
Hepatitis B,,States,Maryland,2014-15,99.5,75391,90.2,‡,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Alabama,2014-15,NReq,59660,100,*,NULL,Census
Hepatitis B,,States,Montana,2014-15,NReq,12501,95.7,NULL,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Maine,2014-15,NReq,13704,88.9,‡,NULL,Voluntary response (public); Census (private)
Hepatitis B,,States,Illinois,2014-15,NReq,156942,100,*,NULL,Census
Hepatitis B,,States,Hawaii,2014-15,NA,20085,5.6,NULL,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Colorado,2014-15,86.9,70597,0.5,NULL,NULL,Simple random sample
Hepatitis B,,States,Arkansas,2014-15,90.2,41252,95.9,‡,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Indiana,2014-15,90.3,85477,70.1,NULL,NULL,Voluntary response
Hepatitis B,,States,New Hampshire,2014-15,91.4,12422,98.9,≥,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Iowa,2014-15,91.9,43239,96.3,≥,NULL,Census
Hepatitis B,,States,Washington,2014-15,91.9,88809,96.7,NULL,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,South Dakota,2014-15,92.2,12008,100,*.††,NULL,Census
Hepatitis B,,States,New Jersey,2014-15,92.3,120471,93.9,≥. ‡,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Idaho,2014-15,92.5,22968,100,*,NULL,Census
Hepatitis B,,States,Oklahoma,2014-15,92.5,56967,95.9,‡,NULL,Census
Hepatitis B,,States,Virginia,2014-15,92.8,103821,4.1,NULL,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,North Dakota,2014-15,92.8,10017,99.9,NULL,NULL,Census
Hepatitis B,,States,Florida,2014-15,93.3,228982,100,≥. *. §,NULL,Census
Hepatitis B,,States,Oregon,2014-15,93.9,46229,100,*.‡,NULL,Census
Hepatitis B,,States,Georgia,2014-15,94,139471,100,≥. *,NULL,Census
Hepatitis B,,States,Kentucky,2014-15,94.1,57884,97.2,‡,NULL,Census
Hepatitis B,,States,Vermont,2014-15,94.4,6277,100,*,NULL,Census
Hepatitis B,,States,Alaska,2014-15,94.5,10129,7.8,†,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,South Carolina,2015-16,97.2,59240,8.9,NULL,NULL,Stratified 1-stage cluster sample
Hepatitis B,,States,Pennsylvania,2015-16,97.2,143298,93.2,NULL,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Wyoming,2015-16,97.3,7825,74,§.¶,NULL,Voluntary response
Hepatitis B,,States,Connecticut,2015-16,97.4,39533,100,*,NULL,Census
Hepatitis B,,States,Massachusetts,2015-16,97.6,72897,100,*.‡,NULL,Census
Hepatitis B,,States,West Virginia,2012-13,95.6,22588,86.5,NULL,NULL,Voluntary Response
Hepatitis B,,States,Indiana,2012-13,95.6,86983,83.4,NULL,NULL,Voluntary Response
Hepatitis B,,States,Maryland,2015-16,99.6,72012,94.3,‡,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Illinois,2015-16,NReq,151309,100,*,NULL,Census
Hepatitis B,,States,Maine,2015-16,NReq,13526,90.5,NULL,NULL,Census
Hepatitis B,,States,Alabama,2015-16,NReq,60392,100,≥.*,NULL,Census
Hepatitis B,,States,Montana,2015-16,NReq,11484,100,*,NULL,Census
Hepatitis B,,States,Indiana,2015-16,90.3,83525,69.5,NULL,NULL,Voluntary response
Hepatitis B,,States,Colorado,2015-16,90.3,69137,0.5,NULL,NULL,Simple random sample
Hepatitis B,,States,Iowa,2015-16,91.8,41215,100,≥.*,NULL,Census
Hepatitis B,,States,New Hampshire,2015-16,91.9,11852,99.8,≥,NULL,Census
Hepatitis B,,States,Arkansas,2015-16,92.4,40258,95.6,‡,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Idaho,2015-16,92.5,22686,100,*,NULL,Census
Hepatitis B,,States,District of Columbia,2015-16,92.5,8080,100,*,NULL,Census
Hepatitis B,,States,Washington,2015-16,92.7,86492,97.3,§,NULL,Census
Hepatitis B,,States,Kentucky,2015-16,93.5,54353,99.5,‡.§,NULL,Census
Hepatitis B,,States,Florida,2015-16,93.7,224430,100,≥.*.§,NULL,Census
Hepatitis B,,States,Oregon,2015-16,93.7,45531,100,*.‡,NULL,Census
Hepatitis B,,States,North Dakota,2015-16,93.8,9875,97.1,NULL,NULL,Census
Hepatitis B,,States,Tennessee,2015-16,94.1,79233,100,*.§,NULL,Census
Hepatitis B,,States,Vermont,2015-16,94.3,6366,100,*,NULL,Census
Hepatitis B,,States,South Dakota,2015-16,94.3,12181,100,*.††,NULL,Census
Hepatitis B,,States,Hawaii,2015-16,94.4,16325,6.7,NULL,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Georgia,2015-16,94.6,131403,100,≥.*,NULL,Census
Hepatitis B,,States,Virginia,2015-16,94.6,100074,4.3,†.§,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Ohio,2015-16,95.1,144604,93.7,NULL,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Utah,2015-16,95.1,50114,100,*,NULL,Census
Hepatitis B,,States,Minnesota,2015-16,95.2,69710,97.8,§,NULL,Census
Hepatitis B,,States,Alaska,2015-16,95.2,9937,7.8,†.§,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Arizona,2015-16,95.5,83088,100,*,NULL,Census
Hepatitis B,,States,Mississippi,2016-17,99.4,40509,100,≥.*,NULL,Census
Hepatitis B,,States,Delaware,2016-17,98.9,11490,9.3,NULL,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Louisiana,2016-17,98.7,55257,100,*,NULL,Census
Hepatitis B,,States,West Virginia,2016-17,98.3,28666,66.5,§,NULL,Census (public). voluntary response (private)
Hepatitis B,,States,District of Columbia,2014-15,95.4,7840,100,*,NULL,Census
Hepatitis B,,States,Minnesota,2014-15,95.4,70896,97.8,NULL,NULL,Census
Hepatitis B,,States,Arizona,2014-15,95.7,86153,98.3,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Idaho,2020-21,86.2,22677,98.3,NULL,NULL,Census
Varicella,2 Doses (or disease history),States,Wisconsin,2020-21,87.2,63486,84.5,>=.†.‡.§,NULL,Voluntary response
Varicella,2 Doses (or disease history),States,Hawaii,2020-21,87.2,13074,9.3,NULL,NULL,Stratified 2-stage cluster sample
Polio,,States,Indiana,2025-26,90.4,70886,87.1,�,NULL,Vol. response
Hepatitis B,,States,Massachusetts,2014-15,96.9,74869,100,*. ‡,NULL,Census
Hepatitis B,,States,Missouri,2014-15,96.9,75900,100,*,NULL,Census
Hepatitis B,,States,Nebraska,2014-15,96.9,26665,100,*. ‡,NULL,Census
Hepatitis B,,States,Connecticut,2014-15,97,39948,100,*,NULL,Census
Polio,,States,Florida,2025-26,88.9,213535,100,>=. *,NULL,Census
Polio,,States,Oklahoma,2025-26,88.9,47844,90.7,NULL,NULL,"Census (pub.), vol. response (prv.)"
Polio,,States,Iowa,2025-26,88.9,37490,100,>=. *,NULL,Census
Polio,,States,North Dakota,2025-26,88.7,9344,98.6,NULL,NULL,Census
Polio,,States,South Dakota,2025-26,88.6,11009,100,*. �,NULL,Census
Polio,,States,Ohio,2025-26,88.4,129087,95.9,NULL,NULL,"Census (pub.), vol. response (prv.)"
Polio,,States,Arizona,2025-26,88.3,73907,92.5,NULL,NULL,"Census (pub.), vol. response (prv.)"
Polio,,States,New Hampshire,2025-26,88.2,11544,100,>=. *. �,NULL,Census
Polio,,States,Colorado,2025-26,87.3,60049,100,*. �,NULL,Census
Polio,,States,Utah,2025-26,87,44001,100,*,NULL,Census
Polio,,States,Minnesota,2025-26,86.7,63451,99.9,NULL,NULL,Census
Polio,,States,Wisconsin,2025-26,86.3,59360,96.6,�. �,NULL,"Census (pub.), vol. response (prv.)"
Polio,,States,Idaho,2025-26,75.5,21728,100,*,NULL,Census
Polio,,States,Kansas,2025-26,NA,NULL,NULL,NULL,NULL,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Alaska,2009-10,1.7,9641,NULL,NULL,161,Voluntary response
Exemption,Medical Exemption,States,West Virginia,2009-10,1.3,22730,NULL,NULL,303,Voluntary response
Exemption,Medical Exemption,States,Pennsylvania,2009-10,1.2,149656,NULL,NULL,1777,Census
Exemption,Medical Exemption,States,Nevada,2009-10,1,35209,NULL,NULL,357,Random sample
Exemption,Medical Exemption,States,Nebraska,2009-10,1,29607,NULL,NULL,274,Census
Exemption,Medical Exemption,States,Montana,2009-10,1,12335,NULL,NULL,118,Census
Exemption,Medical Exemption,States,District of Columbia,2009-10,0.8,6092,NULL,NULL,46,Census
Exemption,Medical Exemption,States,Michigan,2009-10,0.7,129810,NULL,NULL,858,Census
Exemption,Medical Exemption,States,Wisconsin,2009-10,0.6,61095,NULL,NULL,391,Random sample
Hepatitis B,,States,New Jersey,2015-16,96.3,110116,100,≥.*,NULL,Census
Hepatitis B,,States,West Virginia,2015-16,96.4,21333,87.6,NULL,NULL,Voluntary response
Hepatitis B,,States,Oklahoma,2015-16,96.4,54335,96.1,‡,NULL,Census
Hepatitis B,,States,Wisconsin,2015-16,96.5,70220,2,‡.§,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Michigan,2015-16,96.6,116299,100,*,NULL,Census
Hepatitis B,,States,Nebraska,2015-16,96.8,30409,100,*.‡,NULL,Census
Hepatitis B,,States,Kansas,2015-16,96.8,39555,21,†.‡.§,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Missouri,2015-16,96.9,74413,100,*.§,NULL,Census
Hepatitis B,,States,New York,2015-16,97,232521,100,*,NULL,Census
Hepatitis B,,States,New Mexico,2015-16,97,29049,2.7,†,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Nevada,2015-16,97,37118,3.3,NULL,NULL,Stratified 2-stage cluster sample
Exemption,Medical Exemption,States,Mississippi,2009-10,0.1,46922,NULL,<,12,Census
Exemption,Medical Exemption,States,Kansas,2009-10,0.2,39073,NULL,NULL,89,Census
Hepatitis B,,States,North Carolina,2015-16,97.8,128290,92,‡.§,NULL,Census (public). Voluntary response (private)
Hepatitis B,,States,Texas,2015-16,98.1,394801,98.7,‡.§,NULL,Census (public); Voluntary response (private)
Hepatitis B,,States,Rhode Island,2015-16,98.1,11165,100,*.‡.§,NULL,Census
Hepatitis B,,States,Louisiana,2015-16,98.9,59159,100,*,NULL,Census
Hepatitis B,,States,Delaware,2015-16,99,11589,9.5,NULL,NULL,Stratified 2-stage cluster sample
Hepatitis B,,States,Mississippi,2015-16,99.4,41042,100,≥.*,NULL,Census
Exemption,Medical Exemption,States,Arizona,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Arkansas,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,California,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Colorado,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Connecticut,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Delaware,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,District of Columbia,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Florida,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Georgia,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Hawaii,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Idaho,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Illinois,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Maryland,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Maine,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Louisiana,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Kentucky,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Kansas,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Iowa,2010-11,NA,NULL,NULL,NULL,NULL,NA
Exemption,Medical Exemption,States,Indiana,2010-11,NA,NULL,NULL,NULL,NULL,NA
Varicella,2 Doses (or disease history),States,Mississippi,2020-21,98.9,34028,100,>=.*,NULL,Census
Varicella,2 Doses (or disease history),States,New York,2020-21,98.1,216804,91.5,NULL,NULL,Census (public). voluntary response (private)
Varicella,2 Doses (or disease history),States,NY-City of New York,2020-21,97.1,91920,94.2,NULL,NULL,Census (public). voluntary response (private)
Varicella,2 Doses (or disease history),States,New Mexico,2020-21,95.3,20589,100,*,NULL,Census
Varicella,2 Doses (or disease history),States,Pennsylvania,2020-21,95.3,129307,95,NULL,NULL,Census (public). voluntary response (private)
Varicella,2 Doses (or disease history),States,Nebraska,2020-21,95.1,25681,94.8,‡,NULL,Census (public). voluntary response (private)
Varicella,2 Doses (or disease history),States,Connecticut,2020-21,95.1,34396,100,*,NULL,Census
